branch_id,product_id,product_name,total_units,total_revenue,total_orders,customers_served,warehouse_revenue_share,revenue_score,unit_score,order_score,alignment_score
CHN001,P008,Bucket Tooth BT-10,9588,5561040,822,102,0.10710527756736832,0.5269075270202793,97.84671905296459,99.03614457831326,49.424698395062165
CHN001,P009,Starter Motor SM-700,9566,142533400,806,102,2.7451842406493636,13.505013686611186,97.6222063475865,97.10843373493975,55.46085549456949
CHN001,P010,Turbocharger TB-900,9390,327711000,796,102,6.311693067641995,31.050557555303097,95.82610470456169,95.90361445783132,63.45383308058632
CHN001,P011,Hydraulic Cylinder HC-200,9300,256680000,790,102,4.9436405143628,24.320383244063212,94.90764363710583,95.18072289156626,59.668629291476606
CHN001,P012,Brake Pad BP-40,8592,21050400,737,102,0.4054293684102488,1.9945215655322903,87.68241657311971,88.79518072289156,45.06102189928037
CHN001,P013,Seal Kit SK-15,9078,13163100,753,102,0.2535204708376537,1.2472013272554483,92.64210633738136,90.72289156626506,46.56081087809515
CHN001,P014,Transmission Assembly TA-800,9557,798009500,801,102,15.369612338500858,75.61125476236272,97.5303602408409,96.50602409638554,86.36594027271073
CHN001,P015,Engine Block EB-600,8869,1055411000,766,102,20.327148897086474,100.0,90.50923563628942,92.28915662650601,95.61060201618803
CHN001,P016,Radiator RD-250,9247,94319400,774,102,1.8165856596945247,8.936745969105875,94.36677211960404,93.25301204819277,51.4290070300727
CHN001,P017,Fan Belt FB-30,9760,5075200,820,102,0.09774802999257472,0.48087427551920536,99.60200020410245,98.79518072289156,49.880073343568654
CHN001,P018,Wheel Rim WR-24,9579,108242700,783,102,2.0847475342995874,10.255976107885932,97.75487294621901,94.33734939759036,53.321919817326744
CHN001,P019,Swing Motor SWM-350,9351,372169800,780,102,7.167966734853905,35.26302075684259,95.42810490866415,93.97590361445783,65.05512257391212
CHN001,P020,Pivot Pin PP-12,8829,10153350,766,102,0.19555287679798006,0.9620280630010488,90.10103071742014,92.28915662650601,45.969154572027776
CHN001,P021,Boom Cylinder BC-400,9435,435897000,789,102,8.395348563539041,41.301161348517304,96.28533523828963,95.06024096385542,68.54822943851663
CHN001,P022,Control Valve CV-75,9251,156341900,801,102,3.0111350745381693,14.813366546302815,94.40759261149097,96.50602409638554,55.03016587587581
CHN001,P023,Idler Wheel IW-55,9594,124242300,795,102,2.3928988151691493,11.771935293454398,97.90794979079497,95.78313253012048,54.414979089989785
CHN001,P024,Track Roller TR-60,9136,94100800,770,102,1.812375437564091,8.91603365892529,93.23400346974181,92.7710843373494,50.98243473785507
CHN001,P025,Cabin Glass CG-20,9515,74692750,786,102,1.43857762595127,7.077124456728232,97.10174507602817,94.6987951807229,51.608844787317146
CHN001,P026,Grease Cartridge GC-5,9109,2823790,795,102,0.05438601623832215,0.2675535881282268,92.95846514950506,95.78313253012048,47.17794284493973
CHN001,P027,O-Ring Set OR-50,9505,4562400,776,102,0.08787153452831867,0.43228656892907125,96.99969384631085,93.49397590361446,48.014846619080686
CHN001,P028,Light Assembly LA-18,8834,19876500,768,102,0.38282012889096223,1.8832947543658347,90.1520563322788,92.53012048192771,46.4932883732521
CHN001,P029,Pressure Sensor PS-90,9390,37090500,769,102,0.7143606767101972,3.5143181187234167,95.82610470456169,92.65060240963855,49.035110952657924
CHN001,P030,Fuel Pump FP-350,9799,214598100,790,102,4.133145790343148,20.333130884555874,100.0,95.18072289156626,59.202710020591184
DEL001,P001,Hydraulic Pump HP-300,7125,174562500,622,71,4.5153790960192035,16.539765077301638,72.71150117358914,74.93975903614458,45.07128469795648
DEL001,P002,Engine Oil Filter OF-90,6924,4985280,589,71,0.12895340694480553,0.47235437189872,70.66027145627105,70.96385542168674,35.62702970716802
DEL001,P003,Air Filter AF-120,6849,8561250,582,71,0.22145242698629092,0.8111768780124521,69.89488723339117,70.12048192771084,35.398150994565746
DEL001,P004,Track Chain TC-45,6657,264948600,547,71,6.853381281544167,25.103831587883775,67.93550362281866,65.90361445783132,46.11328977235375
DEL001,P005,Fuel Injector FI-220,6898,58288100,565,71,1.5077285687743758,5.5227868574422665,70.39493825900603,68.07228915662651,37.494332737748245
DEL001,P006,Alternator ALT-500,6953,77873600,571,71,2.0143434332789747,7.37850941481565,70.95622002245126,68.79518072289157,38.73515685872152
DEL001,P007,Hydraulic Hose HH-60,6947,10073150,584,71,0.2605604923226113,0.9544291276100021,70.89498928462088,70.36144578313252,35.81800050581777
DEL001,P008,Bucket Tooth BT-10,7108,4122640,573,71,0.10663964182692509,0.39061938903422455,72.5380140830697,69.03614457831326,35.76394283510068
DEL001,P009,Starter Motor SM-700,6030,89847000,503,70,2.324057375667955,8.512986883782716,61.53689151954281,60.60240963855422,34.838042825465045
DEL001,P010,Turbocharger TB-900,6789,236936100,572,71,6.128786612430022,22.44965231554342,69.28257985508725,68.9156626506024,45.792732644418365
DEL001,P011,Hydraulic Cylinder HC-200,7086,195573600,582,71,5.058869718142335,18.53056297499268,72.31350137769161,70.12048192771084,44.983428286346
DEL001,P012,Brake Pad BP-40,7102,17399900,590,71,0.45008031354285455,1.648637355494684,72.47678334523931,71.08433734939759,36.78422115119865
DEL001,P013,Seal Kit SK-15,6153,8921850,541,71,0.2307800070909785,0.8453436623268091,62.792121645065826,65.18072289156626,32.29645290299641
DEL001,P014,Transmission Assembly TA-800,7198,601033000,598,71,15.546820446646386,56.94776726791743,73.45647515052556,72.04819277108435,64.92046473333325
DEL001,P015,Engine Block EB-600,6921,823599000,578,71,21.303898077206274,78.03585522606834,70.62965608735585,69.63855421686746,74.13453528261441
DEL001,P016,Radiator RD-250,7204,73480800,617,71,1.9007156077552045,6.962292414992833,73.51770588835595,74.33734939759036,40.40392785352127
DEL001,P017,Fan Belt FB-30,6380,3317600,552,71,0.08581580630979341,0.3143419956775133,65.10868455964895,66.50602409638554,32.990981185010554
DEL001,P018,Wheel Rim WR-24,6417,72512100,558,71,1.8756584062926123,6.8705082664478585,65.48627410960302,67.2289156626506,36.52691949863495
DEL001,P019,Swing Motor SWM-350,7755,308649000,641,71,7.983772245512245,29.244436527570777,79.14072864578017,77.22891566265059,53.81021999004955
DEL001,P020,Pivot Pin PP-12,7284,8376600,610,71,0.21667611620889057,0.7936813241476542,74.3341157260945,73.49397590361446,37.39587056062507
DEL001,P021,Boom Cylinder BC-400,6396,295495200,555,71,7.643525093041253,27.998116373621272,65.27196652719665,66.86746987951807,46.95414212087324
DEL001,P022,Control Valve CV-75,6769,114396100,564,71,2.9590648541704114,10.839009637003972,69.07847739565261,67.95180722891565,39.7334094829809
DEL001,P023,Idler Wheel IW-55,7022,90934900,580,71,2.3521979036654304,8.616065210614634,71.66037350750076,69.87951807228916,39.78204827201538
DEL001,P024,Track Roller TR-60,5882,60584600,520,71,1.5671317515542287,5.740379814119807,60.026533319726504,62.65060240963856,33.40827038490556
DEL001,P025,Cabin Glass CG-20,6319,49604150,522,71,1.2831022813364896,4.69998417678042,64.4861720583733,62.89156626506024,34.27415695891425
DEL001,P026,Grease Cartridge GC-5,6636,2057160,579,71,0.0532122148867418,0.19491553527488345,67.7211960404123,69.75903614457832,34.365623808676794
DEL001,P027,O-Ring Set OR-50,6713,3222240,567,71,0.08334914508188712,0.3053066530479595,68.50699050923564,68.3132530120482,34.36740108170431
DEL001,P028,Light Assembly LA-18,6961,15662250,584,71,0.4051328105785995,1.4839953345189694,71.03786100622513,70.36144578313252,36.12564512575353
DEL001,P029,Pressure Sensor PS-90,6756,26686200,570,71,0.690287488046904,2.528512588934548,68.9458107970201,68.67469879518072,35.68293929260945
DEL001,P030,Fuel Pump FP-350,7500,164250000,627,71,4.248627377135147,15.5626575807908,76.53842228798857,75.5421686746988,45.85128921173173
HYD001,P001,Hydraulic Pump HP-300,6199,151875500,535,68,4.39878093158624,14.390175959886717,63.26155730176548,64.45783132530121,39.06512143553324
HYD001,P002,Engine Oil Filter OF-90,6059,4362480,512,68,0.1263508191803572,0.4133441853458037,61.83284008572303,61.686746987951814,31.093873515980178
HYD001,P003,Air Filter AF-120,5836,7295000,509,68,0.21128560495880913,0.6911999211681515,59.55709766302684,61.32530120481928,30.477789500455984
HYD001,P004,Track Chain TC-45,5843,232551400,495,68,6.735402773545991,22.03420278924514,59.62853352382896,59.63855421686747,40.833372295144756
HYD001,P005,Fuel Injector FI-220,6184,52254800,526,68,1.5134594969159123,4.951132781447227,63.10848045718951,63.373493975903614,34.08280932306119
HYD001,P006,Alternator ALT-500,6929,77604800,565,68,2.2476733537638642,7.353040663779324,70.7112970711297,68.07228915662651,38.50436728455388
HYD001,P007,Hydraulic Hose HH-60,6504,9430800,543,68,0.2731449325902039,0.8935665821182459,66.37411980814369,65.42168674698794,33.443356582899824
HYD001,P008,Bucket Tooth BT-10,6427,3727660,527,68,0.107964482272893,0.3531951059824087,65.58832533932033,63.493975903614455,32.551890335510194
HYD001,P009,Starter Motor SM-700,6488,96671200,542,68,2.799894855941608,9.159578590710158,66.21083784059599,65.3012048192771,37.5032816113893
HYD001,P010,Turbocharger TB-900,6333,221021700,543,68,6.401467250654479,20.94176581445522,64.62904377997755,65.42168674698794,42.94393339061847
HYD001,P011,Hydraulic Cylinder HC-200,6200,171120000,549,68,4.956160756758248,16.213588829375475,63.27176242473722,66.144578313253,40.317238804759505
HYD001,P012,Brake Pad BP-40,6722,16468900,557,68,0.47698992453819494,1.5604252750824086,68.59883661598121,67.10843373493975,34.78155036932352
HYD001,P013,Seal Kit SK-15,6205,8997250,526,68,0.26058799303847097,0.8524877985922071,63.32278803959588,63.373493975903614,32.09777910635559
HYD001,P014,Transmission Assembly TA-800,6055,505592500,524,68,14.643511614138,47.90479727802723,61.7920195938361,63.132530120481924,55.11651054126084
HYD001,P015,Engine Block EB-600,6054,720426000,502,67,20.865749587122007,68.26023226970347,61.78181447086437,60.48192771084337,64.76104601827971
HYD001,P016,Radiator RD-250,6356,64831200,533,68,1.8777106665120695,6.14274439057391,64.86376160832738,64.21686746987952,35.373874171761074
HYD001,P017,Fan Belt FB-30,6029,3135080,513,68,0.09080154549612932,0.2970482589247222,61.52668639657109,61.80722891566265,30.967975831566218
HYD001,P018,Wheel Rim WR-24,6124,69201200,537,68,2.0042792879884224,6.556801094549895,62.4961730788856,64.6987951807229,34.9670115070852
HYD001,P019,Swing Motor SWM-350,6050,240790000,504,67,6.974017932560884,22.814808638530394,61.74099397897744,60.722891566265055,42.07428082621144
HYD001,P020,Pivot Pin PP-12,6814,7836100,564,68,0.2269575228262816,0.742469047603256,69.53770792938056,67.95180722891565,34.822908348398926
HYD001,P021,Boom Cylinder BC-400,6636,306583200,538,68,8.879591073640517,29.048702353869725,67.7211960404123,64.81927710843374,47.8045654107453
HYD001,P022,Control Valve CV-75,6207,104898300,532,68,3.0381769396368266,9.939094817090215,63.34319828553934,64.09638554216868,36.79178400264065
HYD001,P023,Idler Wheel IW-55,5642,73063900,484,68,2.1161549434064337,6.922791215933888,57.57730380651087,58.31325301204819,32.397237352329846
HYD001,P024,Track Roller TR-60,6103,62860900,504,68,1.8206447271768615,5.9560588244769095,62.28186549647923,60.722891566265055,33.80716737443524
HYD001,P025,Cabin Glass CG-20,6793,53325050,563,68,1.5444572239491083,5.052538773994207,69.32340034697418,67.83132530120481,36.88955455133032
HYD001,P026,Grease Cartridge GC-5,6756,2094360,569,68,0.060659097957715076,0.1984402284986607,68.9458107970201,68.55421686746988,34.493806726849336
HYD001,P027,O-Ring Set OR-50,5871,2818080,514,68,0.08162025190162041,0.26701256666834056,59.91427696703745,61.9277108433735,30.493331542120107
HYD001,P028,Light Assembly LA-18,6691,15054750,566,68,0.43603179729316405,1.4264348201790582,68.28247780385753,68.19277108433735,34.83651496811426
HYD001,P029,Pressure Sensor PS-90,6634,26204300,539,68,0.7589570086390847,2.482852651715777,67.70078579446881,64.93975903614458,34.53961387142745
HYD001,P030,Fuel Pump FP-350,6419,140576100,523,68,4.071515604009603,13.319559868146152,65.50668435554648,63.01204819277109,38.91419487929124
KOL001,P001,Hydraulic Pump HP-300,8539,209205500,703,96,4.369685144640796,19.822183016853153,87.14154505561793,84.6987951807229,52.993314061256534
KOL001,P002,Engine Oil Filter OF-90,8571,6171120,734,96,0.12889647447029698,0.5847124958902267,87.46810899071333,88.43373493975903,44.21953593311092
KOL001,P003,Air Filter AF-120,8920,11150000,761,96,0.23289057583450187,1.0564604689547485,91.02969690784774,91.6867469879518,46.17448870442206
KOL001,P004,Track Chain TC-45,8605,342479000,703,96,7.153375024325055,32.449822865215545,87.81508317175222,84.6987951807229,59.50919542027802
KOL001,P005,Fuel Injector FI-220,8212,69391400,717,96,1.4493814443015474,6.574822509903725,83.80446984386161,86.3855421686747,45.70586064184529
KOL001,P006,Alternator ALT-500,8824,98828800,753,96,2.0642418063706565,9.364010797689241,90.05000510256149,90.72289156626506,49.841585242866074
KOL001,P007,Hydraulic Hose HH-60,8562,12414900,709,95,0.2593106017872428,1.1763095135449602,87.37626288396775,85.42168674698796,43.8853709713604
KOL001,P008,Bucket Tooth BT-10,8039,4662620,712,96,0.09738836382936907,0.44178239567334426,82.038983569752,85.78313253012048,41.98921277478637
KOL001,P009,Starter Motor SM-700,8038,119766200,693,96,2.501562267579383,11.34782563380522,82.02877844678028,83.49397590361446,46.98134153165959
KOL001,P010,Turbocharger TB-900,9485,331026500,780,96,6.914166116724639,31.36470057636314,96.79559138687621,93.97590361445783,63.51620842713601
KOL001,P011,Hydraulic Cylinder HC-200,8958,247240800,764,96,5.164130249487257,23.426020763475083,91.41749158077354,92.04819277108433,57.54789641018647
KOL001,P012,Brake Pad BP-40,8083,19803350,688,96,0.4136335053768774,1.8763638051905847,82.48800898050823,82.89156626506025,42.26289784975981
KOL001,P013,Seal Kit SK-15,8623,12503350,732,96,0.2611580611085488,1.1846901349332155,87.99877538524339,88.19277108433735,44.6305318999071
KOL001,P014,Transmission Assembly TA-800,8071,673928500,704,96,14.076376361998394,63.85460261452648,82.36554750484744,84.81927710843374,73.60082098040422
KOL001,P015,Engine Block EB-600,8611,1024709000,710,96,21.403145208322563,97.09099109256962,87.87631390958262,85.54216867469879,92.01682345409935
KOL001,P016,Radiator RD-250,8344,85108800,730,96,1.7776715193348387,8.064043296876761,85.15154607613022,87.95180722891565,47.16784691706057
KOL001,P017,Fan Belt FB-30,8722,4535440,747,96,0.09473194917155454,0.42973211384001114,89.00908255944483,90.0,44.917590824753454
KOL001,P018,Wheel Rim WR-24,8834,99824200,739,96,2.085032773113765,9.458324766370636,90.1520563322788,89.03614457831324,49.58200819853161
KOL001,P019,Swing Motor SWM-350,8663,344787400,723,96,7.201590683989304,32.66854334472542,88.40698030411266,87.10843373493977,60.27805251058447
KOL001,P020,Pivot Pin PP-12,7998,9197700,684,96,0.19211279366394599,0.8714803995789318,81.620573527911,82.40963855421687,41.40383996900614
KOL001,P021,Boom Cylinder BC-400,8861,409378200,733,96,8.550701769694339,38.78850987908976,90.42759465251557,88.3132530120482,64.18518393770918
KOL001,P022,Control Valve CV-75,8614,145576600,752,96,3.040665309599009,13.793356332272452,87.9069292784978,90.60240963855422,51.38923887739641
KOL001,P023,Idler Wheel IW-55,8164,105723800,700,96,2.208257996539167,10.017310791720003,83.31462394121849,84.33734939759037,46.87051245774362
KOL001,P024,Track Roller TR-60,8596,88538800,720,96,1.849314091093793,8.38903517207988,87.72323706500663,86.74698795180723,47.86088629590337
KOL001,P025,Cabin Glass CG-20,8837,69370450,756,96,1.4489438606635443,6.572837501219904,90.182671701194,91.08433734939759,48.55808773084767
KOL001,P026,Grease Cartridge GC-5,7944,2462640,686,96,0.05143727781821325,0.23333469141405574,81.0694968874375,82.65060240963855,40.967636893865986
KOL001,P027,O-Ring Set OR-50,8533,4095840,731,96,0.08555000323999876,0.38808009391601944,87.08031431778753,88.07228915662651,43.93259217361957
KOL001,P028,Light Assembly LA-18,8331,18744750,720,96,0.39152247725325373,1.7760616480214815,85.0188794774977,86.74698795180723,43.7430922576215
KOL001,P029,Pressure Sensor PS-90,9276,36640200,764,96,0.7653055853534813,3.4716522757484998,94.66272068578427,92.04819277108433,48.5442808978264
KOL001,P030,Fuel Pump FP-350,8237,180390300,702,96,3.7678207033146673,17.09194806572984,84.05959791815492,84.57831325301206,50.679516058913805
PUN001,P001,Hydraulic Pump HP-300,6418,157241000,554,75,4.203070660925558,14.898556107525884,65.49647923257476,66.74698795180723,40.44761941389682
PUN001,P002,Engine Oil Filter OF-90,6480,4665600,559,75,0.12471204377747713,0.4420647501305179,66.12919685682212,67.34939759036145,33.52967095018418
PUN001,P003,Air Filter AF-120,6449,8061250,544,75,0.21547817277546027,0.7638019690907144,65.81283804469844,65.5421686746988,33.23418613289465
PUN001,P004,Track Chain TC-45,7163,285087400,584,75,7.620420162295767,27.01197921946995,73.09929584651496,70.36144578313252,49.50806752031597
PUN001,P005,Fuel Injector FI-220,6458,54570100,552,75,1.45866527352137,5.1705070347002255,65.90468415144403,66.50602409638554,35.65786358206043
PUN001,P006,Alternator ALT-500,6786,76003200,575,75,2.031574589683717,7.201289355521213,69.25196448617206,69.27710843373494,38.23165571035921
PUN001,P007,Hydraulic Hose HH-60,7055,10229750,594,75,0.2734424360923882,0.9692669490842903,71.99714256556791,71.56626506024097,36.39702925626071
PUN001,P008,Bucket Tooth BT-10,6315,3662700,558,75,0.09790440730962052,0.3470401578152966,64.44535156648638,67.2289156626506,32.95290868138368
PUN001,P009,Starter Motor SM-700,6810,101469000,585,75,2.7122784572309726,9.614169266759584,69.49688743749363,70.48192771084338,39.75253640679655
PUN001,P010,Turbocharger TB-900,6842,238785800,570,75,6.382772878737976,22.6249110536085,69.82345137258903,68.67469879518072,45.994430697617105
PUN001,P011,Hydraulic Cylinder HC-200,7067,195049200,601,75,5.213688350729143,18.48087617051556,72.1196040412287,72.40963855421687,45.35824700846976
PUN001,P012,Brake Pad BP-40,6933,16985850,594,75,0.454033793895246,1.6094061934165933,70.75211756301664,71.56626506024097,36.34359137766148
PUN001,P013,Seal Kit SK-15,6394,9271300,564,75,0.24782295341952237,0.8784539861722116,65.25155628125319,67.95180722891565,33.605055323245196
PUN001,P014,Transmission Assembly TA-800,6561,547843500,565,75,14.643922015433446,51.9080718317319,66.95581181753239,68.07228915662651,59.65523729245097
PUN001,P015,Engine Block EB-600,6603,785757000,542,75,21.00337821126095,74.45033261923554,67.38442698234513,65.3012048192771,70.50073536817673
PUN001,P016,Radiator RD-250,7060,72012000,591,75,1.9248893382423873,6.823123882544335,72.04816818042657,71.20481927710843,39.26697625082183
PUN001,P017,Fan Belt FB-30,7083,3683160,609,75,0.09845130554686486,0.3489787390883741,72.2828860087764,73.37349397590361,36.534053967357835
PUN001,P018,Wheel Rim WR-24,6507,73529100,589,75,1.965441601962983,6.966868831194672,66.40473517705888,70.96385542168674,37.59762605305235
PUN001,P019,Swing Motor SWM-350,6305,250939000,540,75,6.7076293624563466,23.77642453982382,64.34330033676906,65.06024096385542,44.203250563713716
PUN001,P020,Pivot Pin PP-12,6786,7803900,562,75,0.2085991766193102,0.7394181034686961,69.25196448617206,67.71084337349397,34.68746707228476
PUN001,P021,Boom Cylinder BC-400,6911,319288200,576,75,8.534611620377202,30.252498789571074,70.52760485763854,69.39759036144578,50.164048924366256
PUN001,P022,Control Valve CV-75,7103,120040700,602,75,3.2087022105364795,11.373834458803254,72.48698846821104,72.53012048192771,41.93903786625048
PUN001,P023,Idler Wheel IW-55,6599,85457050,574,75,2.284277126349034,8.097039920940752,67.34360649045821,69.1566265060241,38.08292720881266
PUN001,P024,Track Roller TR-60,6349,65394700,561,75,1.748008120973719,6.196135912928708,64.79232574752525,67.59036144578313,36.05383796987856
PUN001,P025,Cabin Glass CG-20,6529,51252650,576,75,1.3699894398387586,4.856179251495389,66.62924788243699,69.39759036144578,36.29638206276795
PUN001,P026,Grease Cartridge GC-5,6383,1978730,539,75,0.05289168861106981,0.18748430706141966,65.13929992856414,64.93975903614458,32.623483939328864
PUN001,P027,O-Ring Set OR-50,7133,3423840,598,75,0.09151965105604365,0.3244082163252041,72.793142157363,72.04819277108435,36.40978530958837
PUN001,P028,Light Assembly LA-18,6991,15729750,584,75,0.4204580912655973,1.490390947223404,71.34401469537708,70.36144578313252,36.22068903885133
PUN001,P029,Pressure Sensor PS-90,6887,27203650,577,75,0.7271568050641216,2.577540882177654,70.28268190631697,69.51807228915663,36.277189470815244
PUN001,P030,Fuel Pump FP-350,6789,148679100,575,75,3.974210054011467,14.087317642131833,69.28257985508725,69.27710843373494,41.68385446433908
