customer_id,total_orders,total_units,total_revenue,products_purchased,branches_used,customer_type,industry_segment,city,state,region,average_order_value,average_units_per_order,revenue_share_percentage,customer_value_category,revenue_score,order_score,unit_score,customer_performance_score,performance_category
C0064,39,2521,52021770,30,1,Corporate,Manufacturing,Chandigarh,Punjab,North,1333891.5384615385,64.64102564102564,0.20442868508961298,Medium Value,60.57705542181133,61.904761904761905,54.49632511889321,59.75922130611288,Medium Performance
C0065,41,2912,59050070,30,1,Corporate,Mining,Vadodara,Gujarat,West,1440245.6097560977,71.02439024390245,0.2320476247645861,High Value,68.7612006098954,65.07936507936508,62.94855166450497,66.49412016165822,Medium Performance
C0066,38,2739,47238780,30,1,Retail,Manufacturing,Indore,Madhya Pradesh,Central,1243125.7894736843,72.07894736842105,0.18563308554548427,Medium Value,55.00747464222676,60.317460317460316,59.20881971465629,57.44073935928274,Medium Performance
C0067,33,2337,44311920,30,1,Retail,Manufacturing,Ahmedabad,Gujarat,West,1342785.4545454546,70.81818181818181,0.1741314749458952,Medium Value,51.59927533582325,52.38095238095239,50.51880674448768,51.617684731094876,Low Performance
C0068,42,2597,46858170,30,1,Retail,Mining,Delhi,Delhi,North,1115670.7142857143,61.833333333333336,0.18413741167987074,Medium Value,54.564271093710516,66.66666666666666,56.13921314310419,58.5099781754761,Medium Performance
C0069,52,3746,64878390,30,1,Dealer,Logistics,Delhi,Delhi,North,1247661.3461538462,72.03846153846153,0.2549510322011553,High Value,75.54802204361539,82.53968253968253,80.97708603545179,78.73133299080281,High Performance
C0070,48,3393,68783440,30,1,Government,Logistics,Ahmedabad,Gujarat,West,1432988.3333333333,70.6875,0.2702966122671391,High Value,80.09528043707152,76.19047619047619,73.34630350194551,77.57404377606773,High Performance
C0071,47,3399,60419160,30,1,Corporate,Rental,Jaipur,Rajasthan,North,1285514.0425531915,72.31914893617021,0.23742770445947803,High Value,70.35544549636212,74.60317460317461,73.47600518806745,72.25387616674693,High Performance
C0072,30,2183,47027920,30,1,Government,Logistics,Pune,Maharashtra,West,1567597.3333333333,72.76666666666667,0.18480447412880247,Medium Value,54.76193747756967,47.61904761904761,47.18979680069174,51.104642384637465,Low Performance
C0073,36,2361,48992520,30,1,Corporate,Rental,Jaipur,Rajasthan,North,1360903.3333333333,65.58333333333333,0.19252471499579052,Medium Value,57.04962747892277,57.14285714285714,51.03761348897535,55.8751935801136,Medium Performance
C0074,45,2880,46570120,30,1,Fleet Owner,Infrastructure,Bhubaneswar,Odisha,East,1034891.5555555555,64.0,0.18300546859642583,Medium Value,54.22884958048149,71.42857142857143,62.2568093385214,60.99435808651645,Medium Performance
C0075,35,2375,43533480,30,1,Retail,Mining,Hyderabad,Telangana,South,1243813.7142857143,67.85714285714286,0.17107245819923014,Medium Value,50.692816308716814,55.55555555555556,51.340250756593164,52.281124972343704,Low Performance
C0076,49,3370,68416560,30,1,Government,Mining,Chennai,Tamil Nadu,South,1396256.3265306123,68.77551020408163,0.2688548928487941,High Value,79.66806486764445,77.77777777777779,72.84911370514483,77.73718850818453,High Performance
C0077,38,2610,49739710,30,1,Corporate,Mining,Delhi,Delhi,North,1308939.7368421052,68.6842105263158,0.19546092937704107,Medium Value,57.91969726010521,60.317460317460316,56.42023346303502,58.339133417897706,Medium Performance
C0078,33,2156,34591140,30,1,Dealer,Rental,Visakhapatnam,Andhra Pradesh,South,1048216.3636363636,65.33333333333333,0.1359319620603204,Low Value,40.279856008044995,52.38095238095239,46.6061392131431,45.17544156093684,Low Performance
C0079,33,1990,37415140,30,1,Retail,Rental,Delhi,Delhi,North,1133792.121212121,60.303030303030305,0.14702936621810025,Low Value,43.56827938370474,52.38095238095239,43.01772589710333,46.101970585558746,Low Performance
C0080,46,2978,50588120,30,1,Retail,Mining,Chennai,Tamil Nadu,South,1099741.7391304348,64.73913043478261,0.19879490553196388,Medium Value,58.90763326440531,73.01587301587301,64.37527021184609,64.23363257933377,Medium Performance
C0081,40,2922,49127920,30,1,Corporate,Rental,Surat,Gujarat,West,1228198.0,73.05,0.1930567930846586,Medium Value,57.20729480366226,63.49206349206349,63.164721141374834,60.28421067772514,Medium Performance
C0082,50,3363,63866170,30,1,Fleet Owner,Manufacturing,Ahmedabad,Gujarat,West,1277323.4,67.26,0.2509733358709188,High Value,74.36933652332137,79.36507936507937,72.69779507133592,75.53375108545168,High Performance
C0083,50,3739,74075280,30,1,Dealer,Infrastructure,Delhi,Delhi,North,1481505.6,74.78,0.2910918272877856,High Value,86.25739458588572,79.36507936507937,80.82576740164289,83.10337458279525,High Performance
C0084,47,3136,71147780,30,1,Corporate,Logistics,Pune,Maharashtra,West,1513782.5531914893,66.72340425531915,0.2795877016957528,High Value,82.84845002772569,74.60317460317461,67.79074794638997,77.36332698409322,High Performance
C0085,44,2714,55654550,30,1,Retail,Mining,Chennai,Tamil Nadu,South,1264876.1363636365,61.68181818181818,0.21870433235459152,Medium Value,64.8072674156602,69.84126984126983,58.66839602248163,65.08969386470739,Medium Performance
C0086,30,2141,47920240,30,1,Retail,Construction,Ahmedabad,Gujarat,West,1597341.3333333333,71.36666666666666,0.18831100234341652,Medium Value,55.8010047391025,47.61904761904761,46.281884997838304,51.442593654833196,Low Performance
C0087,41,2659,41444460,30,1,Government,Logistics,Hyderabad,Telangana,South,1010840.487804878,64.85365853658537,0.16286328708248607,Low Value,48.26024470807207,65.07936507936508,57.47946389969736,55.14982465778503,Medium Performance
C0088,39,2536,49923700,30,1,Corporate,Infrastructure,Pune,Maharashtra,West,1280094.8717948718,65.02564102564102,0.19618395040784486,Medium Value,58.133945495547,61.904761904761905,54.820579334198015,58.60251718604168,Medium Performance
C0089,40,2383,40101850,30,1,Corporate,Rental,Surat,Gujarat,West,1002546.25,59.575,0.15758726519995178,Low Value,46.69683461303152,63.49206349206349,51.51318633808906,52.69867362175262,Low Performance
C0090,45,2830,44051020,30,1,Government,Infrastructure,Delhi,Delhi,North,978911.5555555555,62.888888888888886,0.17310622255752242,Medium Value,51.29546879945298,71.42857142857143,61.175961954172074,59.31149821913233,Medium Performance
C0091,32,2175,33399030,30,1,Retail,Construction,Coimbatore,Tamil Nadu,South,1043719.6875,67.96875,0.13124735636962248,Low Value,38.8916965213744,50.79365079365079,47.016861219195846,44.08731574262161,Low Performance
C0092,41,2301,38901670,30,1,Fleet Owner,Logistics,Ahmedabad,Gujarat,West,948821.2195121951,56.1219512195122,0.15287094702640922,Low Value,45.299277967493516,65.07936507936508,49.74059662775616,52.12156783310751,Low Performance
C0093,41,2768,49642790,30,1,Dealer,Manufacturing,Chennai,Tamil Nadu,South,1210799.756097561,67.51219512195122,0.19508006520884982,Medium Value,57.80683819722668,65.07936507936508,59.8357111975789,60.39437086193864,Medium Performance
C0094,33,2188,39474600,30,1,Corporate,Logistics,Pune,Maharashtra,West,1196200.0,66.3030303030303,0.15512237612135144,Low Value,45.96642966884505,52.38095238095239,47.29788153912667,48.15707685653358,Low Performance
C0095,31,2419,46147160,30,1,Fleet Owner,Logistics,Nagpur,Maharashtra,West,1488618.064516129,78.03225806451613,0.18134337296520253,Medium Value,53.73633132588904,49.2063492063492,52.291396454820585,52.08834971581339,Low Performance
C0096,40,2626,47646050,30,1,Corporate,Construction,Chennai,Tamil Nadu,South,1191151.25,65.65,0.18723352456508024,Medium Value,55.48172258422568,63.49206349206349,56.7661046260268,58.14170126493725,Medium Performance
C0097,30,2152,43037580,30,1,Corporate,Construction,Pune,Maharashtra,West,1434586.0,71.73333333333333,0.16912373202294012,Medium Value,50.11536264299809,47.61904761904761,46.519671422395156,48.647329891692365,Low Performance
C0098,37,2478,45007740,30,1,Corporate,Mining,Kolkata,West Bengal,East,1216425.4054054054,66.97297297297297,0.17686582188678274,Medium Value,52.40952701898599,58.730158730158735,53.56679636835279,54.537170402211174,Medium Performance
C0099,52,3268,52019750,30,1,Fleet Owner,Rental,Visakhapatnam,Andhra Pradesh,South,1000379.8076923077,62.84615384615385,0.2044207471447126,Medium Value,60.57470322095481,82.53968253968253,70.6441850410722,69.17809338059661,High Performance
C0100,42,2513,40056040,30,1,Government,Construction,Chandigarh,Punjab,North,953715.2380952381,59.833333333333336,0.15740724675644333,Low Value,46.643490889646614,66.66666666666666,54.32338953739732,54.18642335230277,Medium Performance
C0101,43,3023,52693260,30,1,Corporate,Logistics,Chennai,Tamil Nadu,South,1225424.6511627906,70.30232558139535,0.20706742302088335,Medium Value,61.35897589366748,68.25396825396825,65.34803285776049,64.22528499457631,Medium Performance
C0102,38,2984,62773480,30,1,Government,Infrastructure,Patna,Bihar,East,1651933.6842105263,78.52631578947368,0.24667941853764525,High Value,73.09694723920323,60.317460317460316,64.504971897968,67.54470609443331,High Performance
C0103,42,3102,62476630,30,1,Dealer,Infrastructure,Coimbatore,Tamil Nadu,South,1487538.8095238095,73.85714285714286,0.2455128943080996,High Value,72.751278514322,66.66666666666666,67.05577172503241,69.78679360216748,High Performance
C0104,36,2259,35121810,30,1,Fleet Owner,Infrastructure,Visakhapatnam,Andhra Pradesh,South,975605.8333333334,62.75,0.13801732306046524,Low Value,40.89779780434859,57.14285714285714,48.83268482490272,47.358293010011984,Low Performance
C0105,46,2885,52573780,30,1,Government,Logistics,Delhi,Delhi,North,1142908.2608695652,62.71739130434783,0.20659790536905207,Medium Value,61.219846706371506,73.01587301587301,62.36489407695633,64.98766407333892,Medium Performance
C0106,42,2876,47644410,30,1,Dealer,Infrastructure,Indore,Madhya Pradesh,Central,1134390.7142857143,68.47619047619048,0.1872270798969433,Medium Value,55.47981287659959,66.66666666666666,62.170341547773454,60.17397474785448,Medium Performance
C0107,52,4068,70691460,30,1,Fleet Owner,Construction,Delhi,Delhi,North,1359451.1538461538,78.23076923076923,0.2777945120834022,High Value,82.31708552532447,82.53968253968253,87.93774319066148,83.5079961626993,High Performance
C0108,26,1870,33566370,30,1,Corporate,Rental,Jaipur,Rajasthan,North,1291014.2307692308,71.92307692307692,0.13190494830013344,Low Value,39.086556566587895,41.269841269841265,40.423692174664936,40.00896909917931,Low Performance
C0109,48,3451,57909360,30,1,Retail,Mining,Chennai,Tamil Nadu,South,1206445.0,71.89583333333333,0.227565004404522,High Value,67.4328941549206,76.19047619047619,74.60008646779075,71.49360722816131,High Performance
C0110,44,3776,74097790,30,1,Dealer,Logistics,Indore,Madhya Pradesh,Central,1684040.6818181819,85.81818181818181,0.291180284287641,High Value,86.2836064875097,69.84126984126983,81.62559446606139,80.41930308934808,High Performance
C0111,39,2663,46609900,30,1,Corporate,Construction,Chennai,Tamil Nadu,South,1195125.641025641,68.28205128205128,0.18316179109550387,Medium Value,54.2751716349729,61.904761904761905,57.565931690445304,57.222200727004086,Medium Performance
C0112,40,2724,47047550,30,1,Fleet Owner,Mining,Hyderabad,Telangana,South,1176188.75,68.1,0.18488161366266126,Medium Value,54.784795746289284,63.49206349206349,58.884565499351496,58.21693002063398,Medium Performance
C0113,42,2941,65271430,30,1,Corporate,Logistics,Chennai,Tamil Nadu,South,1554081.6666666667,70.02380952380952,0.2564955519356361,High Value,76.00569977859037,66.66666666666666,63.57544314742758,70.7179385187807,High Performance
C0114,36,2643,43340450,30,1,Retail,Mining,Kolkata,West Bengal,East,1203901.388888889,73.41666666666667,0.17031391290015924,Medium Value,50.468041392214126,57.14285714285714,57.13359273670557,53.80359638630532,Medium Performance
C0115,33,2177,38312450,30,1,Fleet Owner,Mining,Visakhapatnam,Andhra Pradesh,South,1160983.3333333333,65.96969696969697,0.1505555035144237,Low Value,44.61315728002672,52.38095238095239,47.06009511456982,47.432883377213045,Low Performance
C0116,40,3001,60134220,30,1,Dealer,Construction,Delhi,Delhi,North,1503355.5,75.025,0.23630798266743913,High Value,70.02364544088745,63.49206349206349,64.87246000864678,67.03393376979213,High Performance
C0117,35,2207,35972400,30,1,Government,Mining,Guwahati,Assam,North East,1027782.8571428572,63.05714285714286,0.14135986590839938,Low Value,41.88827232244435,55.55555555555556,47.70860354517942,47.15252353692473,Low Performance
C0118,39,2549,42906280,30,1,Retail,Rental,Chennai,Tamil Nadu,South,1100161.0256410257,65.35897435897436,0.16860776560441443,Low Value,49.962469587323824,61.904761904761905,55.10159965412884,54.57298329591625,Medium Performance
C0119,58,3605,65855380,30,1,Government,Manufacturing,Surat,Gujarat,West,1135437.5862068965,62.1551724137931,0.2587902860567181,High Value,76.68568378362454,92.06349206349206,77.92909641158668,81.54770879317724,High Performance
C0120,36,2534,41105250,30,1,Fleet Owner,Construction,Bengaluru,Karnataka,South,1141812.5,70.38888888888889,0.1615303017905737,Low Value,47.86524963255595,57.14285714285714,54.77734543882404,52.03095104689993,Low Performance
C0121,36,1978,39128960,30,1,Government,Construction,Pune,Maharashtra,West,1086915.5555555555,54.94444444444444,0.15376412301473136,Low Value,45.5639471420876,57.14285714285714,42.75832252485949,48.47649521887284,Low Performance
C0122,33,2233,42300750,29,1,Dealer,Rental,Guwahati,Assam,North East,1281840.9090909092,67.66666666666667,0.1662282290818718,Low Value,49.25735662462438,52.38095238095239,48.27064418504107,49.99709286360612,Low Performance
C0123,37,2661,55075400,30,1,Corporate,Infrastructure,Kolkata,West Bengal,East,1488524.3243243243,71.91891891891892,0.21642846067683724,Medium Value,64.13287279879995,58.730158730158735,57.52269779507133,61.190023577461865,Medium Performance
C0124,47,3341,51329600,30,1,Dealer,Construction,Pune,Maharashtra,West,1092119.1489361702,71.08510638297872,0.20170868146500587,Medium Value,59.77105400257252,74.60317460317461,72.22222222222221,66.71092382668309,Medium Performance
C0125,36,2036,38490080,30,1,Government,Mining,Surat,Gujarat,West,1069168.888888889,56.55555555555556,0.15125353180781836,Low Value,44.819999576138066,57.14285714285714,44.01210549070471,48.35527802906712,Low Performance
C0126,39,2621,55322000,30,1,Dealer,Manufacturing,Hyderabad,Telangana,South,1418512.8205128205,67.2051282051282,0.21739751870279633,Medium Value,64.4200276162354,61.904761904761905,56.65801988759187,62.11304635706465,Medium Performance
